Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Type,Transmission Type,Gear num
2.0,4,3,8.8,5.9,MIDDLE,2,6.0
2.4,4,3,8.8,6.9,VAN,3,0.0
2.4,4,3,9.5,7.5,VAN,3,0.0
1.5,4,3,7.0,6.4,SMALL,3,7.0
1.5,4,3,7.9,6.5,SMALL,2,6.0
1.5,4,3,7.0,5.7,MIDDLE,3,0.0
1.5,4,3,7.3,6.1,MIDDLE,3,7.0
1.5,4,3,8.1,6.4,MIDDLE,2,6.0
1.8,4,3,8.3,6.7,VAN,3,0.0
1.8,4,3,8.3,6.7,VAN,3,7.0
1.8,4,3,9.3,7.0,VAN,2,6.0
1.8,4,3,8.8,7.2,VAN,3,0.0
1.8,4,3,8.8,7.2,VAN,3,7.0
3.5,6,3,12.3,8.5,LARGE,5,6.0
3.5,6,3,12.4,8.8,VAN,5,6.0
3.5,6,3,13.0,9.3,VAN,5,6.0
3.5,6,3,12.4,9.3,VAN,1,9.0
1.6,4,3,8.9,6.3,SMALL,1,6.0
1.6,4,3,8.7,6.3,SMALL,2,6.0
1.8,4,3,8.5,6.3,MIDDLE,1,6.0
1.8,4,3,8.8,6.4,MIDDLE,2,6.0
2.0,4,3,9.7,6.7,MIDDLE,1,6.0
2.0,4,3,9.8,7.0,MIDDLE,2,6.0
2.0,4,3,9.8,7.2,MIDDLE,1,6.0
2.0,4,3,9.8,7.1,MIDDLE,2,6.0
5.0,8,1,15.8,10.2,MIDDLE,1,8.0
3.8,6,3,14.4,9.4,MIDDLE,1,8.0
5.0,8,1,17.3,10.5,MIDDLE,1,8.0
3.8,6,1,14.4,9.5,SMALL,1,8.0
3.8,6,1,14.1,9.6,SMALL,2,6.0
3.3,6,3,12.9,9.4,VAN,1,6.0
3.3,6,3,13.0,9.7,VAN,1,6.0
2.4,4,3,11.7,8.7,VAN,1,6.0
2.0,4,3,12.9,9.7,VAN,1,6.0
2.4,4,3,12.5,9.3,VAN,1,6.0
3.3,6,3,13.9,10.8,VAN,1,6.0
2.0,4,3,10.4,7.4,MIDDLE,1,6.0
2.4,4,3,9.4,6.5,MIDDLE,1,6.0
2.4,4,3,10.0,7.0,MIDDLE,1,6.0
2.0,4,3,5.9,5.3,MIDDLE,4,6.0
2.0,4,3,6.0,5.5,MIDDLE,4,6.0
2.0,4,3,10.1,7.6,VAN,1,6.0
1.6,4,3,9.9,8.4,VAN,4,7.0
2.0,4,3,11.0,9.0,VAN,1,6.0
1.6,4,3,8.3,6.5,SMALL,4,6.0
1.6,4,3,8.8,6.7,SMALL,2,6.0
1.6,4,3,8.9,7.1,SMALL,4,6.0
1.6,4,3,9.4,7.0,SMALL,2,6.0
2.0,4,1,10.2,7.7,MIDDLE,1,7.0
3.0,6,1,12.1,8.1,MIDDLE,1,7.0
2.0,4,1,10.6,8.4,MIDDLE,1,7.0
3.0,6,1,12.3,8.5,MIDDLE,1,7.0
3.0,6,1,12.9,9.0,MIDDLE,1,7.0
3.0,6,1,11.8,8.8,MIDDLE,1,7.0
3.0,6,1,12.3,9.1,MIDDLE,1,7.0
3.5,6,1,8.4,6.9,SMALL,1,7.0
3.5,6,1,8.7,7.6,SMALL,1,7.0
3.7,6,1,13.2,9.7,MIDDLE,1,7.0
5.6,8,1,14.9,10.2,MIDDLE,1,7.0
3.5,6,1,8.0,6.9,MIDDLE,1,7.0
3.7,6,1,13.7,9.7,MIDDLE,1,7.0
3.5,6,1,11.8,8.5,VAN,3,7.0
3.5,6,1,12.2,8.9,VAN,3,7.0
2.5,4,3,8.9,8.4,VAN,3,7.0
3.7,6,1,14.5,10.7,VAN,1,7.0
5.6,8,1,17.4,12.2,VAN,1,7.0
3.0,6,1,12.1,8.5,SMALL,1,8.0
3.0,6,1,14.9,9.8,SMALL,2,6.0
5.0,8,1,15.0,10.2,SMALL,1,8.0
5.0,8,1,15.7,10.4,SMALL,1,8.0
5.0,8,1,15.7,10.4,SMALL,1,6.0
3.0,6,1,12.5,8.7,SMALL,1,8.0
3.0,6,1,15.3,9.9,SMALL,2,6.0
3.0,6,1,13.0,9.1,SMALL,1,8.0
3.0,6,1,11.9,8.3,MIDDLE,1,8.0
3.0,6,1,14.0,8.9,MIDDLE,1,8.0
3.0,6,1,14.1,9.3,MIDDLE,1,8.0
5.0,8,1,15.8,10.2,MIDDLE,1,8.0
2.4,4,3,10.9,7.7,VAN,5,9.0
2.4,4,4,15.2,10.2,VAN,5,9.0
3.2,6,3,11.4,8.1,VAN,5,9.0
2.4,4,3,11.3,8.3,VAN,5,9.0
2.4,4,4,15.9,11.0,VAN,5,9.0
3.2,6,3,11.6,8.5,VAN,5,9.0
2.4,4,3,11.4,8.6,VAN,5,9.0
3.2,6,3,12.5,8.9,VAN,5,9.0
2.4,4,3,12.1,9.4,VAN,5,9.0
3.2,6,3,12.2,9.0,VAN,5,9.0
2.0,4,3,10.8,8.9,VAN,3,0.0
2.0,4,3,10.3,7.8,VAN,2,5.0
2.4,4,3,11.2,8.6,VAN,5,6.0
2.4,4,3,10.2,8.2,VAN,2,5.0
2.4,4,3,11.7,9.1,VAN,5,6.0
2.4,4,3,10.6,8.6,VAN,2,5.0
2.4,4,3,11.7,10.3,VAN,3,0.0
6.4,8,1,18.5,12.6,VAN,5,8.0
1.4,4,3,9.9,7.5,VAN,2,6.0
2.4,4,3,10.8,7.7,VAN,5,9.0
2.4,4,4,14.2,9.9,VAN,5,9.0
1.4,4,3,9.9,7.5,VAN,2,6.0
2.4,4,3,11.2,8.0,VAN,5,9.0
3.6,6,3,14.1,11.1,VAN,5,5.0
3.6,6,3,14.2,11.0,VAN,2,6.0
3.6,6,3,14.8,11.7,VAN,5,5.0
3.6,6,3,15.0,11.4,VAN,2,6.0
3.3,6,3,12.7,8.4,MIDDLE,1,6.0
1.8,4,3,8.9,6.1,MIDDLE,1,6.0
1.8,4,3,9.3,6.3,MIDDLE,2,6.0
2.0,4,3,9.7,6.7,MIDDLE,1,6.0
2.0,4,3,9.8,6.9,MIDDLE,2,6.0
1.6,4,3,11.1,8.0,MIDDLE,1,6.0
1.6,4,3,11.1,8.2,MIDDLE,2,6.0
2.0,4,3,9.5,7.2,MIDDLE,1,6.0
2.0,4,3,9.7,6.9,MIDDLE,2,6.0
1.6,4,3,10.6,7.8,SMALL,1,6.0
1.6,4,3,10.8,8.1,SMALL,2,6.0
2.0,4,3,9.7,7.1,SMALL,1,6.0
2.0,4,3,10.0,7.4,SMALL,2,6.0
3.8,6,3,13.9,9.2,MIDDLE,1,8.0
5.0,8,3,15.6,10.6,MIDDLE,1,8.0
1.6,4,3,8.4,6.1,MIDDLE,4,7.0
2.0,4,3,10.9,7.4,MIDDLE,1,6.0
2.4,4,3,9.4,6.5,MIDDLE,1,6.0
2.4,4,3,6.6,5.9,MIDDLE,4,6.0
2.4,4,3,6.7,6.1,MIDDLE,4,6.0
1.6,4,3,8.7,6.3,SMALL,1,6.0
1.6,4,3,8.8,6.4,SMALL,2,6.0
2.0,4,3,10.1,7.6,VAN,1,6.0
2.0,4,3,10.4,7.8,VAN,2,6.0
3.3,6,3,13.2,9.7,LARGE,1,6.0
3.3,6,3,12.9,9.5,LARGE,1,6.0
3.3,6,3,14.2,10.5,LARGE,1,6.0
2.0,4,3,11.7,8.6,VAN,1,6.0
2.4,4,3,11.1,8.2,VAN,1,6.0
2.0,4,3,12.3,9.3,VAN,1,6.0
2.4,4,3,11.4,9.2,VAN,1,6.0
3.3,6,3,13.4,9.4,VAN,1,6.0
1.6,4,3,9.8,7.8,MIDDLE,1,6.0
1.6,4,3,9.9,7.8,MIDDLE,2,6.0
2.0,4,3,9.8,7.5,MIDDLE,1,6.0
2.0,4,3,9.7,7.7,MIDDLE,1,6.0
2.4,4,3,11.4,8.3,VAN,1,6.0
2.4,4,3,12.9,9.2,VAN,2,6.0
2.0,4,3,12.6,9.7,VAN,1,6.0
2.4,4,3,12.0,9.3,VAN,1,6.0
6.5,12,1,22.2,12.7,SMALL,4,7.0
6.5,12,1,23.6,14.1,SMALL,4,7.0
5.2,10,1,16.4,11.4,SMALL,4,7.0
5.2,10,1,16.9,11.8,SMALL,4,7.0
2.0,4,1,11.9,9.0,VAN,1,9.0
3.0,6,1,16.2,12.1,VAN,1,8.0
3.0,6,1,14.2,10.2,VAN,1,8.0
3.0,6,2,10.6,8.1,VAN,1,8.0
5.0,8,1,17.2,12.5,VAN,1,8.0
5.0,8,1,16.6,12.3,VAN,1,8.0
2.0,4,1,11.3,7.9,VAN,1,9.0
1.8,4,3,5.5,5.9,SMALL,3,0.0
2.5,4,3,5.8,6.1,MIDDLE,3,6.0
3.5,6,3,11.4,7.6,MIDDLE,1,6.0
2.0,4,1,10.6,7.2,MIDDLE,1,8.0
2.0,4,1,11.3,7.8,MIDDLE,1,8.0
3.5,6,1,11.9,8.1,MIDDLE,1,8.0
3.5,6,1,12.4,9.0,MIDDLE,1,6.0
3.5,6,1,12.5,8.6,MIDDLE,1,8.0
3.5,6,1,8.1,6.9,MIDDLE,3,8.0
5.0,8,1,14.9,9.7,SMALL,1,8.0
4.6,8,1,15.7,11.7,VAN,1,6.0
2.0,4,1,10.6,7.2,SMALL,1,8.0
3.5,6,1,12.6,9.2,SMALL,1,6.0
3.5,6,1,12.3,8.5,SMALL,1,8.0
4.6,8,1,14.4,9.6,MIDDLE,1,8.0
4.6,8,1,15.2,10.2,MIDDLE,1,8.0
5.0,8,1,12.7,10.1,MIDDLE,3,8.0
5.7,8,1,18.3,12.9,VAN,1,8.0
2.0,4,1,10.6,8.4,VAN,1,6.0
2.0,4,1,10.8,8.8,VAN,1,6.0
2.5,4,3,7.1,7.7,VAN,3,6.0
2.0,4,1,10.6,7.4,SMALL,1,8.0
3.5,6,1,12.6,9.2,SMALL,1,6.0
3.5,6,1,12.3,8.5,SMALL,1,8.0
5.0,8,1,15.2,9.5,SMALL,1,8.0
3.5,6,3,12.2,8.9,VAN,1,8.0
3.5,6,1,7.7,8.2,VAN,3,6.0
2.0,4,3,12.4,9.0,VAN,1,6.0
2.3,4,3,12.8,9.1,VAN,1,6.0
3.7,6,3,14.2,9.8,MIDDLE,1,6.0
2.0,4,3,13.1,9.4,LARGE,1,6.0
3.7,6,3,14.7,10.2,LARGE,5,6.0
2.7,6,3,14.1,9.7,VAN,1,6.0
3.7,6,3,14.4,10.3,VAN,1,6.0
3.7,6,3,12.8,8.7,MIDDLE,1,6.0
3.7,6,3,13.8,9.7,MIDDLE,1,6.0
2.0,4,3,5.7,6.0,MIDDLE,3,0.0
3.5,6,3,16.1,12.4,VAN,1,6.0
3.0,6,1,14.1,9.8,MIDDLE,1,8.0
3.0,6,1,14.5,10.0,MIDDLE,1,8.0
3.0,6,1,15.0,10.0,MIDDLE,1,8.0
4.7,8,1,18.2,11.4,SMALL,1,6.0
4.7,8,1,18.2,11.6,SMALL,1,6.0
3.8,8,1,16.2,11.0,MIDDLE,1,8.0
3.0,6,1,15.2,10.2,MIDDLE,1,8.0
3.0,6,1,15.1,10.2,MIDDLE,1,8.0
2.0,4,3,8.2,6.7,SMALL,1,6.0
2.0,4,3,8.8,7.3,SMALL,1,6.0
2.0,4,3,9.0,7.3,VAN,1,6.0
2.5,4,3,8.9,7.1,VAN,1,6.0
2.0,4,3,9.0,6.8,VAN,2,6.0
2.0,4,3,9.3,7.6,VAN,1,6.0
2.5,4,3,9.8,7.9,VAN,1,6.0
2.0,4,3,7.9,5.7,SMALL,1,6.0
2.0,4,3,8.0,5.8,SMALL,2,6.0
2.5,4,3,8.4,6.1,SMALL,1,6.0
2.5,4,3,8.2,5.9,SMALL,1,6.0
2.5,4,3,9.3,6.4,SMALL,2,6.0
2.0,4,3,8.0,5.9,MIDDLE,1,6.0
2.0,4,3,8.2,5.9,MIDDLE,2,6.0
2.5,4,3,8.7,6.5,MIDDLE,1,6.0
2.5,4,3,8.2,6.0,MIDDLE,1,6.0
2.5,4,3,9.2,6.6,MIDDLE,2,6.0
2.5,4,3,10.8,8.3,LARGE,1,5.0
2.5,4,3,11.1,8.3,LARGE,2,6.0
2.5,4,3,8.8,6.1,MIDDLE,1,6.0
2.5,4,3,8.5,5.9,MIDDLE,1,6.0
2.5,4,3,9.4,6.4,MIDDLE,2,6.0
2.0,4,1,8.9,6.5,SMALL,1,6.0
2.0,4,1,8.8,6.9,SMALL,2,6.0
4.0,8,1,13.4,9.6,SMALL,1,7.0
2.0,4,1,10.2,7.7,SMALL,1,7.0
5.5,8,1,15.1,10.8,SMALL,1,7.0
5.5,8,1,15.3,10.8,MIDDLE,1,7.0
5.5,8,1,15.2,11.0,VAN,1,7.0
5.5,8,1,20.0,16.6,VAN,1,7.0
6.0,12,1,24.3,17.9,VAN,1,7.0
5.5,8,1,18.2,14.0,VAN,1,7.0
2.0,4,1,10.3,8.1,VAN,1,7.0
5.5,8,1,17.3,13.5,VAN,1,7.0
5.5,8,1,17.2,12.8,VAN,1,7.0
4.0,8,1,14.5,10.8,SMALL,4,7.0
5.5,8,1,15.7,10.1,MIDDLE,1,7.0
5.5,8,1,15.3,10.2,SMALL,1,7.0
6.0,12,1,18.5,11.8,MIDDLE,1,7.0
6.0,12,1,18.0,11.3,SMALL,1,7.0
5.5,8,1,14.7,9.5,SMALL,1,7.0
6.0,12,1,16.7,11.2,SMALL,1,7.0
5.5,8,1,12.4,8.5,SMALL,1,7.0
2.0,4,1,9.2,6.6,MIDDLE,1,7.0
2.0,4,1,10.0,7.5,MIDDLE,1,7.0
2.0,4,1,10.1,7.8,SMALL,1,7.0
3.0,6,1,11.1,9.6,SMALL,1,7.0
2.0,4,1,9.4,6.4,SMALL,1,7.0
2.0,4,1,9.8,7.1,SMALL,1,7.0
2.0,4,4,13.1,9.8,SMALL,1,7.0
3.0,6,1,12.2,8.8,SMALL,1,7.0
4.7,8,1,13.7,9.3,SMALL,1,7.0
2.1,4,2,8.6,6.0,MIDDLE,1,7.0
3.5,6,1,11.9,8.2,MIDDLE,1,7.0
3.0,6,1,12.0,8.5,MIDDLE,1,7.0
3.0,6,1,11.8,8.4,SMALL,1,7.0
3.0,6,1,12.4,8.9,VAN,1,7.0
3.0,6,1,11.5,8.1,SMALL,1,7.0
4.7,8,1,12.9,9.6,MIDDLE,1,7.0
4.7,8,1,13.7,9.2,SMALL,1,7.0
4.7,8,1,13.4,8.9,SMALL,1,7.0
5.5,8,1,19.0,16.5,VAN,1,7.0
3.0,6,2,13.6,10.0,VAN,1,7.0
3.0,6,1,15.2,12.6,VAN,1,7.0
4.7,8,1,17.5,13.1,VAN,1,7.0
2.0,4,1,9.8,7.4,VAN,1,7.0
3.0,6,2,10.1,8.0,VAN,5,9.0
3.0,6,2,10.4,8.2,VAN,5,9.0
3.0,6,1,13.3,10.4,VAN,1,7.0
3.0,6,1,13.6,10.2,VAN,5,9.0
4.7,8,1,16.2,11.8,VAN,1,7.0
6.0,12,1,18.2,11.7,MIDDLE,1,7.0
2.0,4,1,10.8,9.5,LARGE,1,7.0
2.0,4,1,11.5,10.2,LARGE,1,7.0
3.0,6,1,12.6,8.6,MIDDLE,1,7.0
4.7,8,1,14.7,9.1,MIDDLE,1,7.0
4.7,8,1,14.8,9.8,MIDDLE,1,7.0
4.7,8,1,14.4,9.8,SMALL,1,7.0
6.0,12,1,17.3,11.0,MIDDLE,1,7.0
4.7,8,1,14.6,9.6,SMALL,1,7.0
2.0,4,1,9.6,7.3,SMALL,5,9.0
3.5,6,1,11.1,8.1,SMALL,1,7.0
1.5,3,1,8.7,6.6,SMALL,1,6.0
1.5,3,1,8.4,6.0,SMALL,2,6.0
1.5,3,1,8.2,6.0,SMALL,2,6.0
1.5,3,1,9.4,7.0,MIDDLE,1,6.0
1.5,3,1,9.5,6.6,MIDDLE,2,6.0
1.5,3,1,8.7,6.6,SMALL,1,6.0
1.5,3,1,8.2,6.0,SMALL,2,6.0
2.0,4,1,9.2,7.0,SMALL,1,6.0
2.0,4,1,10.0,7.0,SMALL,2,6.0
2.0,4,1,9.7,7.0,MIDDLE,1,6.0
2.0,4,1,10.6,7.4,MIDDLE,2,6.0
2.0,4,1,9.7,7.0,SMALL,1,6.0
2.0,4,1,10.0,7.0,SMALL,2,6.0
1.6,4,1,10.1,7.7,SMALL,1,6.0
1.6,4,1,9.4,7.6,SMALL,2,6.0
2.0,4,1,9.4,7.5,SMALL,1,6.0
2.0,4,1,10.4,7.7,SMALL,2,6.0
2.0,4,3,8.6,6.8,SMALL,3,6.0
2.0,4,3,9.6,7.0,SMALL,2,5.0
2.4,4,3,9.8,7.6,SMALL,3,6.0
2.4,4,3,10.5,7.7,SMALL,2,5.0
2.4,4,3,10.2,7.8,SMALL,3,6.0
2.0,4,3,9.2,7.1,MIDDLE,3,6.0
2.0,4,3,9.9,7.2,MIDDLE,2,5.0
1.2,3,3,6.4,5.3,SMALL,3,0.0
1.2,3,3,7.0,5.6,SMALL,2,5.0
2.4,4,3,9.2,7.5,VAN,3,6.0
2.4,4,3,9.7,8.1,VAN,3,6.0
3.0,6,1,11.9,8.5,VAN,1,6.0
2.0,4,3,9.6,7.6,VAN,3,6.0
2.0,4,3,10.3,8.0,VAN,2,5.0
2.4,4,3,10.5,8.6,VAN,3,6.0
3.7,6,1,12.6,9.2,SMALL,1,7.0
3.7,6,1,13.3,9.3,SMALL,2,6.0
3.7,6,1,13.1,9.6,SMALL,1,7.0
3.7,6,1,13.6,9.7,SMALL,2,6.0
2.5,4,3,8.7,6.0,MIDDLE,3,0.0
3.5,6,3,10.3,7.4,MIDDLE,3,7.0
2.5,4,3,8.9,6.3,MIDDLE,3,7.0
2.5,4,3,13.6,10.4,LARGE,5,5.0
2.5,4,3,12.2,10.2,LARGE,2,5.0
4.0,6,3,14.8,10.3,LARGE,5,5.0
4.0,6,3,15.7,11.3,LARGE,5,5.0
4.0,6,3,15.0,11.2,LARGE,2,6.0
3.8,6,1,14.3,10.5,SMALL,4,6.0
1.6,4,1,8.5,7.2,MIDDLE,3,7.0
1.6,4,1,8.5,6.9,MIDDLE,2,6.0
1.6,4,1,8.8,7.5,MIDDLE,3,7.0
1.6,4,1,8.9,7.5,MIDDLE,2,6.0
1.6,4,1,9.4,8.1,MIDDLE,3,8.0
3.5,6,1,10.9,7.8,MIDDLE,3,7.0
1.6,4,3,8.8,6.6,SMALL,5,4.0
1.6,4,3,8.6,6.6,SMALL,2,5.0
3.5,6,3,11.0,8.2,VAN,3,7.0
3.5,6,3,11.2,8.3,VAN,3,7.0
3.5,6,3,11.9,8.6,VAN,3,0.0
3.5,6,3,12.1,8.9,VAN,3,0.0
3.5,6,3,12.7,9.0,VAN,3,0.0
2.5,4,3,9.1,7.1,VAN,3,0.0
2.5,4,3,9.5,7.4,VAN,3,0.0
1.8,4,3,8.0,6.1,MIDDLE,3,0.0
1.8,4,3,8.9,6.6,MIDDLE,2,6.0
1.6,4,3,7.5,6.0,MIDDLE,3,0.0
1.6,4,3,8.6,6.5,MIDDLE,2,5.0
3.4,6,1,11.6,8.4,SMALL,4,7.0
3.4,6,1,12.3,8.6,SMALL,2,7.0
3.4,6,1,11.5,8.4,SMALL,4,7.0
3.4,6,1,12.3,8.7,SMALL,2,7.0
3.8,6,1,12.7,9.0,SMALL,4,7.0
3.8,6,1,12.9,9.0,SMALL,2,7.0
3.8,6,1,12.7,9.2,SMALL,4,7.0
3.8,6,1,13.4,9.3,SMALL,2,7.0
3.8,6,1,11.9,8.7,SMALL,4,7.0
3.8,6,1,12.4,8.7,SMALL,2,7.0
3.8,6,1,12.2,8.7,SMALL,4,7.0
3.8,6,1,12.5,8.9,SMALL,2,7.0
3.4,6,1,11.7,8.5,SMALL,4,7.0
3.4,6,1,11.9,8.8,SMALL,4,7.0
3.4,6,1,12.5,9.0,SMALL,2,7.0
3.8,6,1,13.0,9.2,SMALL,2,7.0
3.8,6,1,13.1,9.4,SMALL,4,7.0
3.8,6,1,12.2,8.9,SMALL,4,7.0
3.8,6,1,12.7,8.9,SMALL,2,7.0
3.8,6,1,12.5,9.1,SMALL,4,7.0
3.8,6,1,12.9,9.2,SMALL,2,7.0
3.8,6,1,16.0,11.5,SMALL,4,7.0
4.0,6,1,16.3,11.8,SMALL,4,7.0
3.4,6,1,12.3,8.9,SMALL,4,7.0
3.4,6,1,12.9,9.0,SMALL,2,7.0
3.8,6,1,12.8,9.3,SMALL,4,7.0
3.8,6,1,13.1,9.2,SMALL,2,7.0
3.8,6,1,13.7,9.6,SMALL,4,7.0
2.7,6,1,10.7,7.4,SMALL,4,7.0
2.7,6,1,11.5,7.9,SMALL,2,6.0
3.4,6,1,10.9,7.7,SMALL,4,7.0
3.4,6,1,12.1,8.9,SMALL,2,6.0
3.4,6,1,11.3,7.9,SMALL,4,7.0
3.4,6,1,11.9,8.6,SMALL,2,6.0
3.8,6,1,13.1,9.9,SMALL,2,6.0
3.6,6,1,13.5,9.7,VAN,5,8.0
3.0,6,2,11.2,8.4,VAN,5,8.0
3.6,6,1,14.8,10.4,VAN,5,8.0
4.8,8,1,16.7,11.2,VAN,5,8.0
4.8,8,1,16.9,11.2,VAN,5,8.0
3.8,6,1,13.3,10.1,SMALL,2,6.0
3.0,6,1,13.7,10.3,VAN,5,7.0
3.6,6,1,14.2,10.1,VAN,5,7.0
3.6,6,1,12.9,8.4,MIDDLE,4,7.0
4.8,8,1,15.1,9.7,MIDDLE,4,7.0
3.0,6,1,13.4,8.8,MIDDLE,4,7.0
3.6,6,1,13.1,8.7,MIDDLE,4,7.0
3.0,6,1,13.7,8.9,MIDDLE,4,7.0
4.8,8,1,15.3,9.7,MIDDLE,4,7.0
4.8,8,1,15.4,9.8,MIDDLE,4,7.0
3.6,6,3,13.9,9.5,LARGE,5,8.0
3.6,6,4,19.4,13.6,LARGE,5,8.0
3.6,6,3,12.9,9.3,LARGE,5,8.0
5.7,8,3,17.1,12.0,LARGE,5,6.0
5.7,8,3,15.8,10.9,LARGE,5,8.0
3.0,6,2,11.6,8.4,LARGE,5,8.0
3.0,6,2,11.3,8.0,LARGE,5,8.0
3.6,6,3,14.6,10.1,LARGE,5,8.0
3.6,6,4,20.5,14.5,LARGE,5,8.0
5.7,8,3,17.7,12.7,LARGE,5,6.0
5.7,8,3,16.2,11.5,LARGE,5,8.0
3.0,6,2,12.1,8.8,LARGE,5,8.0
2.4,4,3,11.2,8.1,LARGE,5,9.0
6.6,12,1,19.2,12.4,MIDDLE,1,8.0
6.7,12,1,20.9,12.7,MIDDLE,1,8.0
6.7,12,1,20.7,12.9,MIDDLE,1,8.0
6.7,12,1,20.9,12.7,SMALL,1,8.0
6.7,12,1,20.7,12.9,SMALL,1,8.0
6.6,12,1,18.8,11.8,MIDDLE,1,8.0
2.0,4,1,9.6,7.0,SMALL,1,6.0
2.0,4,1,10.9,7.9,SMALL,2,6.0
1.8,4,3,8.3,6.3,MIDDLE,3,7.0
1.8,4,3,8.6,6.6,MIDDLE,2,6.0
2.5,4,3,10.2,7.6,SMALL,1,6.0
2.5,4,3,10.2,7.7,SMALL,2,6.0
0.9,3,1,7.5,6.1,SMALL,4,6.0
2.0,4,1,10.2,8.5,VAN,3,8.0
2.5,4,3,9.6,7.5,VAN,3,6.0
2.5,4,3,10.6,8.4,VAN,2,6.0
2.0,4,3,8.5,6.4,SMALL,3,6.0
2.0,4,3,9.5,7.0,SMALL,2,5.0
2.0,4,3,8.5,6.4,MIDDLE,3,6.0
2.0,4,3,9.5,7.0,MIDDLE,2,5.0
2.5,4,3,9.0,6.5,MIDDLE,3,6.0
2.5,4,3,10.7,7.8,MIDDLE,2,6.0
3.6,6,3,11.9,8.2,MIDDLE,3,6.0
2.5,4,3,9.3,7.1,VAN,3,6.0
2.5,4,3,11.0,8.2,VAN,2,6.0
3.6,6,3,12.0,8.6,VAN,3,6.0
2.0,4,1,12.5,9.5,SMALL,3,8.0
2.0,4,1,11.3,8.4,SMALL,2,6.0
2.5,4,1,13.8,10.2,SMALL,2,6.0
2.0,4,3,9.1,7.0,VAN,3,6.0
2.0,4,3,10.2,7.7,VAN,2,5.0
2.0,4,3,7.9,6.9,VAN,3,6.0
4.0,6,3,14.2,11.1,VAN,1,5.0
2.5,4,3,9.4,6.7,MIDDLE,1,6.0
3.5,6,3,11.0,7.7,MIDDLE,1,6.0
2.5,4,3,5.5,6.0,MIDDLE,3,0.0
2.5,4,3,5.7,6.0,MIDDLE,3,0.0
1.8,4,3,8.6,6.5,MIDDLE,5,4.0
1.8,4,3,8.2,6.2,MIDDLE,3,0.0
1.8,4,3,7.9,6.1,MIDDLE,3,7.0
1.8,4,3,8.4,6.4,MIDDLE,2,6.0
1.8,4,3,7.7,5.6,MIDDLE,3,0.0
1.8,4,3,7.7,6.0,MIDDLE,3,0.0
3.5,6,3,12.5,9.3,VAN,1,6.0
3.5,6,3,13.0,9.8,VAN,1,6.0
3.5,6,3,8.6,8.4,VAN,3,6.0
3.5,6,3,8.4,8.3,VAN,3,6.0
1.8,4,3,4.4,4.6,MIDDLE,3,0.0
1.5,4,3,4.5,5.1,SMALL,3,0.0
1.8,4,3,5.4,5.8,VAN,3,0.0
2.5,4,3,10.1,7.7,VAN,1,6.0
2.5,4,3,10.5,8.2,VAN,1,6.0
2.5,4,3,6.9,7.6,VAN,3,6.0
2.5,4,3,10.0,7.6,VAN,1,6.0
2.5,4,3,10.6,8.1,VAN,1,6.0
3.5,6,3,13.0,9.5,LARGE,1,6.0
3.5,6,3,14.4,10.2,LARGE,1,6.0
2.7,4,3,12.0,10.0,LARGE,1,6.0
3.5,6,3,12.6,10.0,LARGE,1,6.0
2.7,4,3,12.7,10.5,LARGE,1,6.0
2.7,4,3,12.4,11.4,LARGE,2,5.0
3.5,6,3,13.1,10.5,LARGE,1,6.0
3.5,6,3,13.6,11.2,LARGE,2,6.0
3.5,6,3,13.8,11.7,LARGE,2,6.0
4.6,8,3,15.9,12.3,LARGE,1,6.0
5.7,8,3,17.3,13.0,LARGE,1,6.0
4.6,8,3,16.9,12.9,LARGE,1,6.0
5.7,8,3,18.2,14.1,LARGE,1,6.0
2.7,4,3,11.6,9.0,VAN,1,6.0
3.5,6,3,12.5,9.0,VAN,1,6.0
2.7,4,3,11.6,9.2,VAN,1,6.0
3.5,6,3,12.8,9.3,VAN,1,6.0
1.5,4,3,7.2,5.6,SMALL,1,6.0
1.5,4,3,7.6,5.7,SMALL,2,6.0
1.5,4,3,7.8,6.6,SMALL,5,4.0
1.5,4,3,7.7,6.3,SMALL,2,5.0
1.8,4,3,9.6,7.0,SMALL,1,6.0
1.8,4,3,9.5,6.9,SMALL,2,5.0
1.8,4,3,9.6,7.0,SMALL,1,6.0
1.8,4,3,9.7,7.5,SMALL,1,6.0
2.0,4,1,10.7,7.7,SMALL,4,6.0
1.8,4,3,9.3,6.5,SMALL,1,6.0
1.8,4,3,9.3,6.4,SMALL,2,5.0
2.0,4,3,9.5,7.2,SMALL,4,6.0
2.0,4,3,9.4,6.9,SMALL,2,6.0
2.0,4,1,10.4,7.9,SMALL,4,6.0
2.0,4,1,10.9,7.7,SMALL,2,6.0
1.8,4,3,9.5,6.6,MIDDLE,2,5.0
1.4,4,3,8.5,6.0,SMALL,1,6.0
1.4,4,3,8.3,5.9,SMALL,2,5.0
1.8,4,3,9.2,6.4,SMALL,1,6.0
1.8,4,3,9.4,6.4,SMALL,2,5.0
2.0,4,3,9.8,7.0,SMALL,4,6.0
2.0,4,3,10.1,7.2,SMALL,2,6.0
1.4,4,1,5.7,4.9,SMALL,4,7.0
1.8,4,3,9.4,6.3,MIDDLE,1,6.0
1.8,4,3,9.5,6.4,MIDDLE,2,6.0
3.6,6,3,11.9,8.5,MIDDLE,4,6.0
2.0,4,1,11.7,9.5,VAN,1,6.0
